stop_id,latitude,longitude,visit_count,avg_dwell_time,total_dwell_time,num_buses
160,13.025920981090911,80.23081732738206,3,56.333333333333336,169.0,3
5,12.991170862826296,80.24196848869225,3,3115.0,9345.0,2
78,13.040111484343434,80.24322326464647,3,33.666666666666664,101.0,2
114,13.038585122777777,80.25893776148148,3,35.666666666666664,107.0,2
165,13.038941177777778,80.27870714074074,3,36.666666666666664,110.0,2
100,13.05369005808963,80.23515344393282,3,56.333333333333336,169.0,2
39,13.01816721844944,80.27228292088562,3,3048.3333333333335,9145.0,1
168,13.052298648275864,80.27523413333334,3,58.0,174.0,1
169,13.05077178201361,80.2807062,3,55.0,165.0,1
73,13.054660577996716,80.255244460208,3,35.0,105.0,3
174,13.053479349364615,80.24199459784946,3,36.0,108.0,2
175,13.050209757992832,80.28071273978493,3,43.333333333333336,130.0,1
53,13.042327247058823,80.26809386666667,3,39.333333333333336,118.0,3
154,12.98661437164634,80.25157919634147,3,143.33333333333334,430.0,2
80,13.040506564313082,80.22147852172962,3,36.333333333333336,109.0,2
152,13.053545235867446,80.24938655438596,3,38.666666666666664,116.0,2
136,13.006617186528736,80.24763486074484,3,111.0,333.0,2
126,13.046993853968253,80.22636764444445,3,47.666666666666664,143.0,2
123,13.038742856410257,80.22114688,3,49.666666666666664,149.0,1
128,13.00653587020256,80.25327700339089,3,311.6666666666667,935.0,3
122,13.052048663601532,80.25040419310345,3,40.666666666666664,122.0,2
130,13.006571416141114,80.25770474666666,3,110.33333333333333,331.0,1
33,12.990016760838595,80.23130066680642,3,1809.3333333333333,5428.0,2
90,13.006850907936508,80.25058773333332,3,37.666666666666664,113.0,3
34,12.99006512011268,80.23470489391083,3,381.3333333333333,1144.0,1
134,13.038008271355311,80.24653062564103,3,45.333333333333336,136.0,3
120,13.04060305010101,80.23194141898989,3,47.333333333333336,142.0,1
137,13.006031584070092,80.24749425089607,3,51.333333333333336,154.0,3
32,12.990034217373738,80.22754836686869,3,93.0,279.0,3
86,13.02828333090909,80.2310684853872,3,135.66666666666666,407.0,2
35,13.000004443537415,80.23952220105821,3,73.66666666666667,221.0,2
106,12.987931781988303,80.25314332257311,3,74.0,222.0,3
142,13.019668285128205,80.22443946666667,3,74.66666666666667,224.0,2
118,12.982991833225716,80.22197772932314,3,62.333333333333336,187.0,3
82,13.057279009621114,80.25776861234567,3,32.0,96.0,3
147,13.001202091666668,80.25689453333332,3,37.333333333333336,112.0,2
148,13.01926263984915,80.22423894137859,3,40.333333333333336,121.0,3
81,13.036516221099356,80.22067858966693,3,33.666666666666664,101.0,2
19,12.98652443567447,80.23528738461538,3,36.333333333333336,109.0,2
177,13.052781195555555,80.27364222222222,3,38.333333333333336,115.0,2
